From	Entry	Entry Name	Gene Names	Protein names	EC number	Reviewed
AT3G45620	A0A654FEE3	A0A654FEE3_ARATH	At3g45620 AN1_LOCUS14887	Transducin/WD40 repeat-like superfamily protein		unreviewed
AT3G45620	F4J6P6	F4J6P6_ARATH	At3g45620	Transducin/WD40 repeat-like superfamily protein		unreviewed
AT3G45640	Q39023	MPK3_ARATH	MPK3 At3g45640 F9K21.220 T6D9.4	Mitogen-activated protein kinase 3 (AtMPK3) (MAP kinase 3) (EC 2.7.11.24)	2.7.11.24	reviewed
AT3G45770	Q8LCU7	MECR_ARATH	At3g45770 T6D9.100	Enoyl-[acyl-carrier-protein] reductase, mitochondrial (EC 1.3.1.104) (2-enoyl thioester reductase)	1.3.1.104	reviewed
AT3G45770	F4J6R6	F4J6R6_ARATH	At3g45770 F16L2.2	enoyl-[acyl-carrier-protein] reductase (EC 1.3.1.104)	1.3.1.104	unreviewed
AT3G45780	O48963	PHOT1_ARATH	PHOT1 JK224 NPH1 RPT1 At3g45780 T6D9_110	Phototropin-1 (EC 2.7.11.1) (Non-phototropic hypocotyl protein 1) (Root phototropism protein 1)	2.7.11.1	reviewed
AT3G45850	Q9LZU5	KN5D_ARATH	KIN5D At3g45850 F16L2_60	Kinesin-like protein KIN-5D		reviewed
AT3G45850	A0A2H1ZEJ0	A0A2H1ZEJ0_ARATH	At3g45850	P-loop containing nucleoside triphosphate hydrolases superfamily protein		unreviewed
AT3G45890	Q7X6P3	RUS1_ARATH	RUS1 WXR3 At3g45890 F16L2.10	Protein root UVB sensitive 1, chloroplastic (Protein WEAK AUXIN RESPONSE 3)		reviewed
AT3G45930	P59259	H4_ARATH	At1g07660 F24B9.25; At1g07820 F24B9.8; At2g28740 F8N16.2 T11P11.4; At3g45930 F16L2_140; At3g46320 F18L15.40; At3g53730 F5K20_30; At5g59690 MTH12.10; At5g59970 MMN10.22	Histone H4		reviewed
AT3G45940	F4J6T7	XYL2_ARATH	XYL2 At3g45940 F16L2.150	Putative alpha-xylosidase 2 (EC 3.2.1.177)	3.2.1.177	reviewed
AT3G45980	O23629	H2B6_ARATH	H2B At3g45980 F16L2.190	Histone H2B.6 (H2BAt) (HTB9)		reviewed
AT3G46000	Q39251	ADF2_ARATH	ADF2 At3g46000 F16L2_210	Actin-depolymerizing factor 2 (ADF-2) (AtADF2)		reviewed
AT3G46000	A0A1I9LRV3	A0A1I9LRV3_ARATH	ADF2 actin depolymerizing factor 2 At3g46000	Actin depolymerizing factor 2		unreviewed
AT3G46000	C0Z352	C0Z352_ARATH	ADF2 actin depolymerizing factor 2 At3g46000	AT3G46000 protein (Actin depolymerizing factor 2)		unreviewed
AT3G46010	Q39250	ADF1_ARATH	ADF1 At3g46010 F16L2_220	Actin-depolymerizing factor 1 (ADF-1) (AtADF1)		reviewed
AT3G46010	A8MR09	A8MR09_ARATH	ADF1 actin depolymerizing factor 1 atadf ATADF1 At3g46010	Actin depolymerizing factor 1		unreviewed
AT3G46030	Q9LZT0	H2B7_ARATH	At3g46030 F16L2.240	Histone H2B.7 (HTB11)		reviewed
AT3G46040	Q9LX88	R15A4_ARATH	RPS15AD At3g46040 F12M12_10	Small ribosomal subunit protein uS8x (40S ribosomal protein S15a-4)		reviewed
AT3G46060	P28186	RAE1C_ARATH	RABE1C ARA-3 RAB8A At3g46060 F12M12.30	Ras-related protein RABE1c (AtRABE1c) (Ras-related protein Ara-3) (Ras-related protein Rab8A) (AtRab8A)		reviewed
AT3G46100	O82413	SYHM_ARATH	At3g46100 F12M12_70	Histidine--tRNA ligase, chloroplastic/mitochondrial (EC 6.1.1.21) (Histidyl-tRNA synthetase) (HisRS) (Histidyl-tRNA synthetase 1) (AtHRS1)	6.1.1.21	reviewed
AT3G46220	Q9LX73	UFL1_ARATH	At3g46220 F12M12.190	E3 UFM1-protein ligase 1 homolog (EC 2.3.2.-) (E3 UFM1-protein transferase 1 homolog)	2.3.2.-	reviewed
AT3G46220	A0A1I9LTL2	A0A1I9LTL2_ARATH	At3g46220	E3 UFM1-protein ligase-like protein		unreviewed
AT3G46220	F4J7Z6	F4J7Z6_ARATH	At3g46220	E3 UFM1-protein ligase-like protein		unreviewed
AT3G46220	F4J7Z8	F4J7Z8_ARATH	At3g46220	E3 UFM1-protein ligase-like protein		unreviewed
AT3G46290	Q9LX66	HERK_ARATH	HERK1 At3g46290 F12M12.260 F18L15.10	Receptor-like protein kinase HERK 1 (EC 2.7.11.-) (Protein HERCULES RECEPTOR KINASE 1)	2.7.11.-	reviewed
AT3G46320	P59259	H4_ARATH	At1g07660 F24B9.25; At1g07820 F24B9.8; At2g28740 F8N16.2 T11P11.4; At3g45930 F16L2_140; At3g46320 F18L15.40; At3g53730 F5K20_30; At5g59690 MTH12.10; At5g59970 MMN10.22	Histone H4		reviewed
AT3G46430	P0DO44	ATP6A_ARATH	ATP6 At3g46430 F18L15.150	ATP synthase small subunit 6-A, mitochondrial (AtMtATP6) (MtATP6) (ATP synthase 6 kDa subunit, mitochondrial)		reviewed
AT3G46440	Q9SN95	UXS5_ARATH	UXS5 At3g46440 F18L15.160	UDP-glucuronic acid decarboxylase 5 (EC 4.1.1.35) (UDP-XYL synthase 5) (UDP-glucuronate decarboxylase 5) (UGD) (UXS-5)	4.1.1.35	reviewed
AT3G46510	Q9SNC6	PUB13_ARATH	PUB13 At3g46510 F12A12.30	U-box domain-containing protein 13 (EC 2.3.2.27) (Plant U-box protein 13) (RING-type E3 ubiquitin transferase PUB13)	2.3.2.27	reviewed
AT3G46550	Q9SNC3	FLA4_ARATH	FLA4 SOS5 At3g46550 F12A12.70	Fasciclin-like arabinogalactan protein 4 (Protein SALT OVERLY SENSITIVE 5)		reviewed
AT3G46560	Q9XGX9	TIM9_ARATH	TIM9 EMB2474 At3g46560 F12A12.80	Mitochondrial import inner membrane translocase subunit TIM9 (Protein EMBRYO DEFECTIVE 2474)		reviewed
AT3G46630	A0A384KCV6	A0A384KCV6_ARATH	At3g46630 AXX17_At3g40470 AN1_LOCUS14994 C24_LOCUS14873	Uncharacterized protein		unreviewed
AT3G46740	Q9STE8	TC753_ARATH	TOC75-3 TOC75 At3g46740 T6H20.230	Protein TOC75-3, chloroplastic (75 kDa translocon at the outer-envelope-membrane of chloroplasts 3) (AtTOC75-III)		reviewed
AT3G46780	Q9STF2	PTA16_ARATH	PTAC16 At3g46780 T6H20.190	Protein PLASTID TRANSCRIPTIONALLY ACTIVE 16, chloroplastic (pTAC16)		reviewed
AT3G46830	Q96283	RAA2C_ARATH	RABA2C RAB11A At3g46830 T6H20.140	Ras-related protein RABA2c (AtRABA2c) (Ras-related protein Rab11A) (AtRab11A)		reviewed
AT3G46940	Q9STG6	DUT_ARATH	DUT DUT1 At3g46940 T6H20.30	Deoxyuridine 5'-triphosphate nucleotidohydrolase (dUTPase) (EC 3.6.1.23) (dUTP pyrophosphatase) (dUTP-pyrophosphatase-like 1) (AtDUT1)	3.6.1.23	reviewed
AT3G46940	A0A1I9LM85	A0A1I9LM85_ARATH	DUT1 DUTP-PYROPHOSPHATASE-LIKE 1 At3g46940 F13I12.6	Deoxyuridine 5'-triphosphate nucleotidohydrolase (dUTPase) (EC 3.6.1.23) (dUTP pyrophosphatase)	3.6.1.23	unreviewed
AT3G46970	Q9SD76	PHS2_ARATH	PHS2 At3g46970 F13I12.20	Alpha-glucan phosphorylase 2, cytosolic (AtPHS2) (EC 2.4.1.1) (Alpha-glucan phosphorylase, H isozyme) (Starch phosphorylase H)	2.4.1.1	reviewed
AT3G47000	A0A1I9LR68	A0A1I9LR68_ARATH	At3g47000	Glycosyl hydrolase family protein		unreviewed
AT3G47000	A0A1I9LR69	A0A1I9LR69_ARATH	At3g47000	Glycosyl hydrolase family protein		unreviewed
AT3G47000	Q9SD73	Q9SD73_ARATH	F13I12.50 At3g47000 At3g47000/F13I12.50	At3g47000 (Beta-D-glucan exohydrolase-like protein) (Glycosyl hydrolase family protein)		unreviewed
AT3G47040	A0A1I9LQK9	A0A1I9LQK9_ARATH	At3g47040	Glycosyl hydrolase family protein		unreviewed
AT3G47040	A0A1I9LQL0	A0A1I9LQL0_ARATH	At3g47040	Glycosyl hydrolase family protein		unreviewed
AT3G47040	F4JAB7	F4JAB7_ARATH	At3g47040	Glycosyl hydrolase family protein		unreviewed
AT3G47040	Q9SD69	Q9SD69_ARATH	F13I12.90 At3g47040	Beta-D-glucan exohydrolase-like protein (Glycosyl hydrolase family protein)		unreviewed
AT3G47050	F4JAB9	F4JAB9_ARATH	At3g47050	Glycosyl hydrolase family protein		unreviewed
AT3G47050	Q9SD68	Q9SD68_ARATH	F13I12.100 At3g47050	Beta-D-glucan exohydrolase-like protein (Glycosyl hydrolase family protein)		unreviewed
AT3G47060	Q9SD67	FTSH7_ARATH	FTSH7 At3g47060 F13I12.110	ATP-dependent zinc metalloprotease FTSH 7, chloroplastic (AtFTSH7) (EC 3.4.24.-)	3.4.24.-	reviewed
AT3G47070	Q9SD66	Q9SD66_ARATH	F13I12.120 At3g47070	Thylakoid soluble phosphoprotein		unreviewed
AT3G47370	Q9STY6	RS202_ARATH	RPS20B At3g47370 T21L8.120	Small ribosomal subunit protein uS10y (40S ribosomal protein S20-2)		reviewed
AT3G47380	Q9STY5	PMI11_ARATH	PMEI11 At3g47380 T21L8.130	Pectinesterase inhibitor 11 (Pectin methylesterase inhibitor 11) (AtPMEI11)		reviewed
AT3G47430	Q9STY0	PX11B_ARATH	PEX11B PEX11-4 At3g47430 T21L8.180	Peroxisomal membrane protein 11B (Peroxin-11B) (AtPEX11b)		reviewed
AT3G47450	Q66GP9	NOA1_ARATH	NOA1 NOS1 RIF1 At3g47450 T21L8.200	NO-associated protein 1, chloroplastic/mitochondrial (AtNOA1) (Dubious mitochondrial nitric oxide synthase 1) (AtNOS1) (EC 1.14.13.39) (GTPase NOA1) (Protein RESISTANT TO INHIBITION BY FOSMIDOMYCIN 1)	1.14.13.39	reviewed
AT3G47470	P27521	CA4_ARATH	LHCA4 CAB4 At3g47470 F1P2.20	Chlorophyll a-b binding protein 4, chloroplastic (LHCI type III CAB-4)		reviewed
AT3G47490	A0A1I9LRA7	A0A1I9LRA7_ARATH	At3g47490	HNH endonuclease		unreviewed
AT3G47490	A0A1I9LRA9	A0A1I9LRA9_ARATH	At3g47490	HNH endonuclease		unreviewed
AT3G47490	A0A1I9LRB0	A0A1I9LRB0_ARATH	At3g47490	HNH endonuclease		unreviewed
AT3G47490	F4JBJ9	F4JBJ9_ARATH	At3g47490	HNH endonuclease		unreviewed
AT3G47490	Q3EAN6	Q3EAN6_ARATH	At3g47490	HNH endonuclease		unreviewed
AT3G47490	Q9SN88	Q9SN88_ARATH	F1P2.40 At3g47490	At3g47490 (HNH endonuclease)		unreviewed
AT3G47520	Q9SN86	MDHP_ARATH	At3g47520 F1P2.70	Malate dehydrogenase, chloroplastic (EC 1.1.1.37) (Chloroplastic malate dehydrogenase) (Chloroplastic MDH) (cpNAD-MDH) (Plastidic NAD-dependent malate dehydrogenase) (pNAD-MDH)	1.1.1.37	reviewed
AT3G47560	A0A1I9LMK8	A0A1I9LMK8_ARATH	At3g47560	Alpha/beta-Hydrolases superfamily protein		unreviewed
AT3G47560	A0A1I9LMK9	A0A1I9LMK9_ARATH	At3g47560	Alpha/beta-Hydrolases superfamily protein		unreviewed
AT3G47560	A0A1I9LML0	A0A1I9LML0_ARATH	At3g47560	Alpha/beta-Hydrolases superfamily protein		unreviewed
AT3G47560	A0A654FDT8	A0A654FDT8_ARATH	At3g47560 AN1_LOCUS15092	Serine aminopeptidase S33 domain-containing protein		unreviewed
AT3G47560	F4JBL2	F4JBL2_ARATH	At3g47560	Alpha/beta-Hydrolases superfamily protein		unreviewed
AT3G47610	A0A654FDQ4	A0A654FDQ4_ARATH	At3g47610 AN1_LOCUS15097 AT9943_LOCUS12989 C24_LOCUS14977	(thale cress) hypothetical protein		unreviewed
AT3G47620	Q93Z00	TCP14_ARATH	TCP14 At3g47620 F1P2.170	Transcription factor TCP14 (AtTCP14)		reviewed
AT3G47650	Q9SN73	BSD2_ARATH	BSD2 At3g47650 F1P2.200	Protein BUNDLE SHEATH DEFECTIVE 2, chloroplastic (AtBSD2)		reviewed
AT3G47700	Q9STU3	MAG2_ARATH	MAG2 At3g47700 T23J7.30	RINT1-like protein MAG2 (Protein MAIGO 2)		reviewed
AT3G47800	Q9STT3	Q9STT3_ARATH	T23J7.130 At3g47800	Aldose 1-epimerase (EC 5.1.3.3)	5.1.3.3	unreviewed
AT3G47810	Q9STT2	VPS29_ARATH	VPS29 MAG1 At3g47810 T23J7.140	Vacuolar protein sorting-associated protein 29 (Protein MAIGO 1) (Vesicle protein sorting 29)		reviewed
AT3G47820	Q9STT1	PUB39_ARATH	PUB39 At3g47820 T23J7.150	U-box domain-containing protein 39 (EC 2.3.2.27) (Plant U-box protein 39) (RING-type E3 ubiquitin transferase PUB39)	2.3.2.27	reviewed
AT3G47833	Q9C5E8	SDH7A_ARATH	SDH7A At3g47833 T23J7.160	Succinate dehydrogenase subunit 7A, mitochondrial		reviewed
AT3G47860	Q9STS7	CHL_ARATH	CHL At3g47860 T23J7.190	Chloroplastic lipocalin (AtCHL)		reviewed
AT3G47910	A0A5S9XJ23	A0A5S9XJ23_ARATH	At3g47910 C24_LOCUS15006	USP domain-containing protein		unreviewed
AT3G47910	F4JCR2	F4JCR2_ARATH	At3g47910	Ubiquitin carboxyl-terminal hydrolase-related protein		unreviewed
AT3G47930	Q9SU56	GLDH_ARATH	GLDH At3g47930 T17F15.200	L-galactono-1,4-lactone dehydrogenase, mitochondrial (EC 1.3.2.3)	1.3.2.3	reviewed
AT3G47930	A0A2H1ZEJ8	A0A2H1ZEJ8_ARATH	GLDH 4-LACTONE DEHYDOROGENASE 4-lactone dehydrogenase ATGLDH L-GALACTONO-1 L-galactono-1 At3g47930	L-galactono-1,4-lactone dehydrogenase		unreviewed
AT3G47950	Q9SU58	PMA4_ARATH	AHA4 At3g47950 T17F15.180	ATPase 4, plasma membrane-type (EC 7.1.2.1) (Proton pump 4)	7.1.2.1	reviewed
AT3G47960	Q944G5	PTR44_ARATH	NPF2.10 GTR1 At3g47960 T17F15.170	Protein NRT1/ PTR FAMILY 2.10 (AtNPF2.10) (Protein GLUCOSINOLATE TRANSPORTER-1)		reviewed
AT3G48000	Q9SU63	AL2B4_ARATH	ALDH2B4 ALDH2 At3g48000 T17F15.130	Aldehyde dehydrogenase family 2 member B4, mitochondrial (ALDH2a) (EC 1.2.1.3)	1.2.1.3	reviewed
AT3G48030	Q7X843	ATL48_ARATH	ATL48 At3g48030 T17F15.100	RING-H2 finger protein ATL48 (EC 2.3.2.27) (RING-type E3 ubiquitin transferase ATL48) (YGHL1-C3HC4 RING fusion protein)	2.3.2.27	reviewed
AT3G48030	A0A1I9LNQ5	A0A1I9LNQ5_ARATH	ATHIGD1 At3g48030	RING-type E3 ubiquitin transferase (EC 2.3.2.27)	2.3.2.27	unreviewed
AT3G48050	F4JCS8	F4JCS8_ARATH	SUO 'shuttle' in chinese At3g48050	Protein SUO		unreviewed
AT3G48110	Q8L785	SYGM2_ARATH	EDD1 At3g48110 T17F15.20	Glycine--tRNA ligase, chloroplastic/mitochondrial 2 (EC 6.1.1.14) (Glycyl-tRNA synthetase 2) (GlyRS-2) (Protein EMBRYO-DEFECTIVE-DEVELOPMENT 1)	6.1.1.14	reviewed
AT3G48140	A0A384L496	A0A384L496_ARATH	At3g48140 AXX17_At3g42170 AN1_LOCUS15148 AT9943_LOCUS13036 C24_LOCUS15028	(thale cress) hypothetical protein		unreviewed
AT3G48170	Q9STS1	BADH2_ARATH	ALDH10A9 At3g48170 T24C20.50	Aminoaldehyde dehydrogenase ALDH10A9, peroxisomal (EC 1.2.1.-) (4-trimethylammoniobutyraldehyde dehydrogenase ALDH10A9) (EC 1.2.1.47) (Aldehyde dehydrogenase family 10 member A9) (Aminobutyraldehyde dehydrogenase ALDH10A9) (EC 1.2.1.19) (Betaine aldehyde dehydrogenase ALDH10A9) (EC 1.2.1.8) (Gamma-guanidinobutyraldehyde dehydrogenase ALDH10A8) (EC 1.2.1.54)	1.2.1.-; 1.2.1.19; 1.2.1.47; 1.2.1.54; 1.2.1.8	reviewed
AT3G48310	Q9STL1	C71AM_ARATH	CYP71A22 At3g48310 T29H11_170	Cytochrome P450 71A22 (EC 1.14.-.-)	1.14.-.-	reviewed
AT3G48320	Q9STL2	C71AL_ARATH	CYP71A21 At3g48320 T29H11.160	Cytochrome P450 71A21 (EC 1.14.-.-)	1.14.-.-	reviewed
AT3G48330	Q42539	PIMT1_ARATH	PIMT1 PCM At3g48330 T29H11.150	Protein-L-isoaspartate O-methyltransferase 1 (AtPIMT1) (EC 2.1.1.77) (L-isoaspartyl protein carboxyl methyltransferase) (Protein L-isoaspartyl methyltransferase) (Protein-beta-aspartate methyltransferase)	2.1.1.77	reviewed
AT3G48330	A0A1I9LP18	A0A1I9LP18_ARATH	PIMT1 ATPIMT1 At3g48330	Protein-L-isoaspartate O-methyltransferase (EC 2.1.1.77)	2.1.1.77	unreviewed
AT3G48330	A0A1I9LP19	A0A1I9LP19_ARATH	PIMT1 ATPIMT1 At3g48330	Protein-L-isoaspartate O-methyltransferase (EC 2.1.1.77)	2.1.1.77	unreviewed
AT3G48380	Q9STL8	UFSP_ARATH	At3g48380 T29H11.100	Probable Ufm1-specific protease (UfSP) (EC 3.4.22.-)	3.4.22.-	reviewed
AT3G48380	F4JDY2	F4JDY2_ARATH	At3g48380	Peptidase C78, ubiquitin fold modifier-specific peptidase 1/ 2		unreviewed
AT3G48380	F4JDY4	F4JDY4_ARATH	At3g48380	Peptidase C78, ubiquitin fold modifier-specific peptidase 1/ 2		unreviewed
AT3G48420	Q94K71	CBBY_ARATH	CBBY At3g48420 T29H11.60	CBBY-like protein (AtCbby) (EC 3.1.3.-)	3.1.3.-	reviewed
AT3G48460	Q9STM6	GDL57_ARATH	At3g48460 T29H11.20	GDSL esterase/lipase At3g48460 (EC 3.1.1.-) (Extracellular lipase At3g48460)	3.1.1.-	reviewed
AT3G48500	F4JF21	PTA10_ARATH	PTAC10 PAP3 PDE312 TAC10 At3g48500 T29H11_270 T8P19.10	Protein PLASTID TRANSCRIPTIONALLY ACTIVE 10 (pTAC10) (Plastid-encoded RNA polymerase-associated protein 3) (PEP-associated protein 3) (Protein PIGMENT DEFECTIVE 312)		reviewed
AT3G48530	Q8LBB2	KING1_ARATH	KING1 CBSCBS1 At3g48530 T8P19.40	SNF1-related protein kinase regulatory subunit gamma-1 (AKIN subunit gamma-1) (AKING1) (AKINgamma1) (CBS domain-containing protein CBSCBS1)		reviewed
AT3G48560	P17597	ILVB_ARATH	ALS AHAS CSR1 TZP5 At3g48560 T8P19.70	Acetolactate synthase, chloroplastic (AtALS) (EC 2.2.1.6) (Acetohydroxy-acid synthase) (Protein CHLORSULFURON RESISTANT 1)	2.2.1.6	reviewed
AT3G48590	Q9SMP0	NFYC1_ARATH	NFYC1 HAP5A At3g48590 T8P19.100	Nuclear transcription factor Y subunit C-1 (AtNF-YC-1) (Transcriptional activator HAP5A)		reviewed
AT3G48670	Q8VZ79	IDN2_ARATH	IDN2 RDM12 At3g48670 T8P19.180	Protein INVOLVED IN DE NOVO 2 (Protein RNA-DIRECTED DNA METHYLATION 12)		reviewed
AT3G48680	Q9SMN1	GCAL2_ARATH	GAMMACAL2 At3g48680 T8P19.190	Gamma carbonic anhydrase-like 2, mitochondrial (AtCAL2) (GAMMA CAL2)		reviewed
AT3G48690	Q9SMN0	CXE12_ARATH	CXE12 At3g48690 T8P19.200	Probable carboxylesterase 12 (AtCXE12) (EC 3.1.1.1)	3.1.1.1	reviewed
AT3G48710	Q9SMM8	DEKP1_ARATH	DEK1 At3g48710 T8P19.220	DEK domain-containing chromatin-associated protein 1 (At-DEK1) (AtDEK-1) (Protein DEK 1)		reviewed
AT3G48720	Q9SMM7	Q9SMM7_ARATH	DCF DEFICIENT IN CUTIN FERULATE T8P19.230 At3g48720	HXXXD-type acyl-transferase family protein		unreviewed
AT3G48730	Q42522	GSA2_ARATH	GSA2 FNE1 HEML2 At3g48730 T8P19.240	Glutamate-1-semialdehyde 2,1-aminomutase 2, chloroplastic (GSA 2) (EC 5.4.3.8) (Glutamate-1-semialdehyde aminotransferase 2) (GSA-AT 2)	5.4.3.8	reviewed
AT3G48740	Q9SMM5	SWT11_ARATH	SWEET11 At3g48740 T21J18.1 T8P19.250	Bidirectional sugar transporter SWEET11 (AtSWEET11) (Protein SUGARS WILL EVENTUALLY BE EXPORTED TRANSPORTERS 11)		reviewed
AT3G48750	P24100	CDKA1_ARATH	CDKA-1 CDC2 CDC2A At3g48750 T21J18.20	Cyclin-dependent kinase A-1 (CDKA;1) (EC 2.7.11.22) (EC 2.7.11.23) (Cell division control protein 2 homolog A) (CDC2aAt)	2.7.11.22; 2.7.11.23	reviewed
AT3G48800	A0A654FE22	A0A654FE22_ARATH	At3g48800 AN1_LOCUS15225 AT9943_LOCUS13100 C24_LOCUS15105	(thale cress) hypothetical protein		unreviewed
AT3G48850	Q9M2Z8	MPCP2_ARATH	MPT2 AT3 PHT3;2 At3g48850 T21J18_120	Mitochondrial phosphate carrier protein 2, mitochondrial (Mitochondrial phosphate transporter 2) (MPT2) (Phosphate transporter 3;2)		reviewed
AT3G48860	Q8RWD5	SCD2_ARATH	SCD2 At3g48860 T21J18.130	Coiled-coil domain-containing protein SCD2 (Protein STOMATAL CYTOKINESIS DEFECTIVE 2)		reviewed
AT3G48860	A0A1I9LM32	A0A1I9LM32_ARATH	SCD2 At3g48860	Coiled-coil protein		unreviewed
AT3G48860	F4JF62	F4JF62_ARATH	SCD2 At3g48860	Coiled-coil protein		unreviewed
AT3G48870	Q9SXJ7	CLPC2_ARATH	CLPC2 HSP93-III At3g48870 T21J18.140	Chaperone protein ClpC2, chloroplastic (EC 3.6.1.-) (ATP-dependent Clp protease ATP-binding subunit ClpC homolog 2) (AtClpC) (Casein lytic proteinase C2)	3.6.1.-	reviewed
AT3G48870	F4JF64	F4JF64_ARATH	HSP93-III ATCLPC ATHSP93-III ClpC2 At3g48870	Clp ATPase		unreviewed
AT3G48890	Q9M2Z4	MSBP2_ARATH	MSBP2 MAPR3 MP2 At3g48890 T21J18.160	Membrane steroid-binding protein 2 (AtMP2) (Membrane-associated progesterone-binding protein 3) (AtMAPR3)		reviewed
AT3G48930	P16181	RS111_ARATH	RPS11A EMB1080 RPS11 At3g48930 T2J13.230	Small ribosomal subunit protein uS17z (40S ribosomal protein S11-1) (Protein EMBRYO DEFECTIVE 1080)		reviewed
AT3G48960	Q9SMT4	RL132_ARATH	RPL13C At3g48960 T2J13.200	Large ribosomal subunit protein eL13y (Putative 60S ribosomal protein L13-2)		reviewed
AT3G48990	Q9SMT7	4CLLA_ARATH	AAE3 4CLL10 AMPBP3 At3g48990 T2J13.170	Oxalate--CoA ligase (EC 6.2.1.8) (4-coumarate--CoA ligase isoform 8) (At4CL8) (4-coumarate--CoA ligase-like 10) (Acyl-activating enzyme 3) (Adenosine monophosphate binding protein 3) (AtMPBP3) (Oxalyl-CoA synthetase)	6.2.1.8	reviewed
AT3G49010	P41127	RL131_ARATH	RPL13B BBC1 At3g49010 T2J13.150	Large ribosomal subunit protein eL13z (60S ribosomal protein L13-1) (Protein BBC1 homolog)		reviewed
AT3G49010	A8MQA1	A8MQA1_ARATH	BBC1 40S RIBOSOMAL PROTEIN ATBBC1 breast basic conserved 1 RSU2 At3g49010	60S ribosomal protein L13		unreviewed
AT3G49010	F4IWP7	F4IWP7_ARATH	BBC1 40S RIBOSOMAL PROTEIN ATBBC1 breast basic conserved 1 RSU2 At3g49010	Breast basic conserved 1		unreviewed
AT3G49110	P24101	PER33_ARATH	PER33 P33 PRXCA At3g49110 F2K15.4 T2J13.50	Peroxidase 33 (Atperox P33) (EC 1.11.1.7) (ATPCa) (Neutral peroxidase C) (PERC)	1.11.1.7	reviewed
AT3G49120	Q9SMU8	PER34_ARATH	PER34 P34 PRXCB At3g49120 F2K15.3 T2J13.40	Peroxidase 34 (Atperox P34) (EC 1.11.1.7) (ATPCb)	1.11.1.7	reviewed
AT3G49140	Q0WMN5	Y3913_ARATH	At3g49140 F2K15.2 T2J13.20	Uncharacterized protein At3g49140		reviewed
AT3G49220	Q9M3B0	PME34_ARATH	PME34 ARATH34 At3g49220 F2K15.80	Probable pectinesterase/pectinesterase inhibitor 34 [Includes: Pectinesterase inhibitor 34 (Pectin methylesterase inhibitor 34); Pectinesterase 34 (PE 34) (EC 3.1.1.11) (Pectin methylesterase 34) (AtPME34)]	3.1.1.11	reviewed
AT3G49220	A0A1I9LRM8	A0A1I9LRM8_ARATH	PME34 At3g49220	Pectinesterase (EC 3.1.1.11)	3.1.1.11	unreviewed
AT3G49220	A0A1I9LRM9	A0A1I9LRM9_ARATH	PME34 At3g49220	Plant invertase/pectin methylesterase inhibitor superfamily		unreviewed
AT3G49240	Q9M3A8	PP273_ARATH	EMB1796 At3g49240 F2K15.100	Pentatricopeptide repeat-containing protein At3g49240, mitochondrial (Protein EMBRYO DEFECTIVE 1796)		reviewed
AT3G49310	A0A654FG54	A0A654FG54_ARATH	At3g49310 AN1_LOCUS15281	Major facilitator superfamily protein		unreviewed
AT3G49430	A2RVS6	SR34A_ARATH	SR34A SRP34A At3g49430 T1G12.13 T9C5.30	Serine/arginine-rich splicing factor SR34A (At-SR34A) (At-SRp34A) (AtSR34A) (SER/ARG-rich protein 34A)		reviewed
AT3G49470	Q94JX9	NACA2_ARATH	At3g49470 T9C5.70	Nascent polypeptide-associated complex subunit alpha-like protein 2 (NAC-alpha-like protein 2) (Alpha-NAC-like protein 2)		reviewed
AT3G49470	A0A1I9LR04	A0A1I9LR04_ARATH	NACA2 At3g49470	Nascent polypeptide-associated complex subunit alpha-like protein 2		unreviewed
AT3G49560	Q9SCK3	HP301_ARATH	HP30-1 At3g49560 T9C5.150	Chloroplastic import inner membrane translocase subunit HP30-1 (Hypothetical inner plastid envelope protein of 30 kDa 1) (AtHP30-1) (Hypothetical protein 30)		reviewed
AT3G49670	Q9M2Z1	BAME2_ARATH	BAM2 At3g49670 T16K5.20	Leucine-rich repeat receptor-like serine/threonine-protein kinase BAM2 (EC 2.7.11.1) (Protein BARELY ANY MERISTEM 2)	2.7.11.1	reviewed
AT3G49680	Q9M401	BCAT3_ARATH	BCAT3 At3g49680 T16K5.30	Branched-chain-amino-acid aminotransferase 3, chloroplastic (Atbcat-3) (EC 2.6.1.42) (EC 2.6.1.88)	2.6.1.42; 2.6.1.88	reviewed
AT3G49680	B3H658	B3H658_ARATH	BCAT3 ATBCAT-3 At3g49680	Branched-chain-amino-acid aminotransferase (EC 2.6.1.42)	2.6.1.42	unreviewed
AT3G49720	Q9M2Y6	CGR2_ARATH	CGR2 At3g49720 T16K5.70	Probable pectin methylesterase CGR2 (EC 2.1.1.-) (Cotton Golgi-related 2)	2.1.1.-	reviewed
AT3G49800	Q9M2X8	Q9M2X8_ARATH	T16K5.150 At3g49800	AT3g49800/T16K5_150 (BSD domain-containing protein)		unreviewed
AT3G49830	Q9M2X5	Q9M2X5_ARATH	T16K5.180 At3g49830	RuvB-like helicase (EC 3.6.4.12)	3.6.4.12	unreviewed
AT3G49870	Q8VY57	ARL8A_ARATH	ARL8A ARLA1C At3g49870 T16K5.220	ADP-ribosylation factor-like protein 8a (AtARL8a) (ADP-ribosylation factor-like A1C) (AtARLA1C)		reviewed
AT3G49870	A0A1I9LR83	A0A1I9LR83_ARATH	ARLA1C ATARLA1C At3g49870	ADP-ribosylation factor-like A1C		unreviewed
